,,Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
4043,17,4.4,0,0.58,18.76,3.06,16.7,76.5
4044,18,5.6,0.2,0.53,17.6,4.3,15.6,76.5
4045,19,4.4,0,0.48,19.93,3.16,17.8,76.5
4046,20,4.4,4.4,0.45,20.81,4.52,16.7,76.5
4047,21,3.3,3,0.42,20.93,3.32,14.4,76.5
4048,22,3.3,0,0.83,5.13,3.25,18.9,76.5
4049,23,4.4,0,0.88,1.7,2.34,22.2,76.5
4050,24,3.3,0,0.57,21.49,4.25,18.9,76.4
4051,25,3.3,0,0.43,21.93,4.82,20,75.1
4052,26,4.4,0,0.43,22.03,5.08,16.7,75.1
4053,27,3.3,19,0.42,22.27,4.63,15.6,75.2
4054,28,1.1,3.5,0.38,18.65,3.29,20,75.8
4055,29,2.2,0,0.42,21.85,4.1,14.4,75.6
4056,30,1.7,0,0.56,20.01,3.29,17.8,73.7
4057,31,3.3,0,0.52,16.49,4.83,21.1,73.7
4058,1,3.3,0,0.27,22.85,4.14,17.2,73.7
4059,2,4.4,0,0.33,22.37,3.99,17.8,73.6
4060,3,4.4,0,0.31,23.47,4.29,22.2,73
4061,4,5,0,0.35,23.21,3.92,23.9,73
4062,5,5,0,0.33,23.62,4.44,22.8,73
4063,6,7.2,7.4,0.35,23.7,4.11,21,73.1
4064,7,7.8,4.8,0.32,23.72,4.45,13.3,73.7
4065,8,5,38,0.31,23.64,4.52,17.8,74.5
4066,9,5.6,20.2,0.3,23.99,4.34,14.4,81
4067,10,6.1,15.5,0.26,23.98,3.42,11.1,82.2
4068,11,7.8,0,0.32,23.54,3.46,20,82
4069,12,5.6,24.5,0.31,23.45,3.71,13.3,81.3
4070,13,5,0,0.32,24.16,3.89,13.3,84.6
4071,14,6.1,0,0.4,24.14,3.51,24.4,80.3
4072,15,6.7,0,0.38,22.94,3.94,26.6,76.5
4073,16,7.8,0,0.26,25.54,4.15,24.4,76.5
4074,17,11.1,0,0.28,25.75,4.24,23.9,76.5
4075,18,7.8,0,0.29,24.98,3.65,21.1,76.5
4076,19,8.9,0,0.28,25.78,4.33,22.2,76.5
4077,20,8.9,0,0.33,25.45,3.52,24.4,76.5
4078,21,10,0,0.42,24.99,3.7,24.4,76.5
4079,22,8.9,0,0.31,26.07,3.77,26.7,76.5
4080,23,10,6,0.23,26.62,4.71,18.9,76.5
4081,24,10,0,0.22,26.65,3.92,21.1,76.5
4082,25,11.1,16.7,0.27,26.26,3.91,24.4,76.5
4083,26,5.6,0,0.19,26.21,4.25,28.3,76.5
4084,27,6.7,0,0.29,24.36,3.97,23.3,76.5
4085,28,6.1,0,0.28,22.71,3.57,25.6,76.5
4086,29,,,,,,,
4087,1,7.8,12.8,0.3,26.57,3.5,15,76.5
4088,2,7.8,25,0.25,27.15,3.7,14.1,77.8
4089,3,5,48,0.33,24.81,3.48,10.6,94.2
4090,4,6.7,0,0.33,22.98,3.76,23.3,105.2
4091,5,6.7,0,0.25,27.22,4.14,23.9,97.5
4092,6,6.1,0,0.25,27.45,4,24.4,99.8
4093,7,7.8,0,0.24,26.79,4.14,24.8,90.7
4094,8,11.1,0,0.18,26.79,3.77,25,90.4
4095,9,11.7,0,0.22,26.14,3.12,22.2,87.9
4096,10,10,16,0.19,26.65,3.39,25.6,87.9
4097,11,8.9,5.5,0.21,28.78,4.44,24.4,88.5
4098,12,10,0,0.16,28.87,3.93,30,93.8
4099,13,11.7,0,0.19,28.94,3.92,27.8,96.7
4100,14,10.6,0,0.28,24.36,3.84,28.3,99.5
4101,15,10,0,0.23,28.66,4.03,30,100.6
4102,16,10.6,0,0.25,27.77,4.08,31.1,100.3
4103,17,11.1,0,0.39,19.32,4.37,32.2,99.5
4104,18,11.7,0,0.53,16.03,3.48,33.3,102.6
4105,19,10.6,0,0.32,29.72,3.89,33.9,107.7
4106,20,12.2,0,0.28,28.46,4.25,35,108
4107,21,14.4,0,0.33,23.93,4.1,33.3,110.8
4108,22,13.3,2,0.2,30.2,4.07,34.4,113.7
4109,23,15.6,0,0.34,28.09,4.29,32.2,116.5
4110,24,14.4,0,0.31,26.31,3.92,31.1,116.2
4111,25,13.3,5.5,0.29,28.88,3.52,28.9,115.9
4112,26,12.2,1,0.23,30.17,4.31,21.1,113.1
4113,27,10,0,0.28,29.8,3.6,32.2,110
4114,28,10,0,0.23,30.01,4.65,31.1,105.2
4115,29,13.3,0,0.24,29.1,4.54,32.2,108
4116,30,12.2,0,0.22,30.18,4.53,33.3,110.8
4117,31,14.4,0,0.23,30.47,4.65,34.4,114.2
4118,1,13.9,3.6,0.21,30.49,4.47,32.8,122.2
4119,2,12.2,5.4,0.19,30.81,4.74,26.7,124.7
4120,3,11.1,0,0.18,31.34,4.51,28.9,124.1
4121,4,12.2,0,0.12,30.9,3.54,33.3,119
4122,5,13.3,0,0.19,28.43,3.88,34.4,119
4123,6,15.6,0,0.22,30.67,3.65,35,119.3
4124,7,16.7,1.4,0.27,30.54,3.96,33.3,121.6
4125,8,12.2,3.6,0.21,31.04,3.91,31.1,119.9
4126,9,13.3,1,0.16,31.75,3.68,28.9,127.3
4127,10,11.1,1,0.13,31.73,4.41,27.8,124.4
4128,11,12.2,0,0.14,31.42,3.78,28.9,122.2
4129,12,11.7,0,0.13,32.23,3.9,31.1,126.4
4130,13,14.7,0,0.13,32.29,4.07,32.2,127.6
4131,14,15.6,0,0.15,31.57,4.29,33.3,129.3
4132,15,16.7,0,0.17,31.46,4.16,34.4,148
4133,16,16.7,0,0.2,31.29,4.14,33.3,174.6
4134,17,17.8,0,0.19,31.82,4.26,35,163.8
4135,18,18.9,0,0.2,31.24,4.51,35.6,157.6
4136,19,16.7,0,0.17,32.06,4.05,36.7,145.1
4137,20,17.8,0,0.23,31.58,3.97,37.8,151.4
4138,21,18.9,0,0.25,31.61,3.94,36.7,165
4139,22,20,0,0.33,29.33,3.79,37.8,172.3
4140,23,20,0,0.3,31.22,3.82,38.9,194.4
4141,24,17.8,2.8,0.23,31.86,3.99,38.3,210.3
4142,25,13.3,43,0.24,31.75,3.89,21.1,214.9
4143,26,11.1,34,0.26,31.36,3.82,15.6,282.7
4144,27,12.2,0,0.31,26.18,3.27,31.1,255.7
4145,28,15.6,0,0.21,31.85,4.26,38.3,209.2
4146,29,14.4,5.6,0.19,32.1,4.28,30.6,188.2
4147,30,13.9,0,0.18,32.19,4.39,32.2,175.7
4148,1,16.7,0,0.16,32.39,3.73,32.2,176.3
4149,2,18.9,0,0.25,31.89,3.24,35.6,182.5
4150,3,16.7,2.4,0.22,31.98,3.86,34.4,194.4
4151,4,16.7,0,0.18,32.25,4.14,36.7,210.9
4152,5,18.9,0,0.17,32.2,3.46,38.9,229
4153,6,19.4,0,0.25,31,3.53,38.3,316.8
4154,7,17.8,0,0.23,29.9,3.57,36.7,380.5
4155,8,18.9,0,0.18,32.25,4.04,38.9,368.5
4156,9,20,0,0.22,31.41,3.21,40,389
4157,10,21.1,0,0.27,31.51,4.01,41.1,465.6
4158,11,20,0,0.2,32.3,3.64,40,520.1
4159,12,20,0,0.35,29.76,3.3,42.2,565.5
4160,13,22.2,0,0.39,31.39,3.49,41.1,614.4
4161,14,21.1,0,0.27,28.55,4.35,42.2,673.2
4162,15,20,5.4,0.17,32.22,4.38,40,690.2
4163,16,21.1,0,0.3,31.66,3.48,42.2,805.4
4164,17,21.1,0,0.34,31.14,3.62,41.1,932
4165,18,20,0,0.3,31.71,3.2,40,1039.7
4166,19,20,0,0.6,29.7,2.83,41.1,1072.6
4167,20,16.7,4.8,0.68,29.4,2.15,40.6,846
4168,21,20,0,0.75,20.33,2.11,37.8,761.1
4169,22,21.1,0,0.6,26.19,2.34,38.9,496.7
4170,23,12.2,0,0.5,30.7,2.72,40,472.6
4171,24,23.3,0,0.33,30.91,3.66,41.1,520.1
4172,25,21.1,0,0.31,31.18,3.2,40.6,551.3
4173,26,18.9,0,0.3,31.33,3.2,38.9,599.5
4174,27,17.8,7.8,0.34,31.4,2.8,36.7,648.4
4175,28,18.9,1,0.41,31.14,2.85,38.9,608.7
4176,29,17.8,2,0.27,31.63,3.6,32.2,600.2
4177,30,16.7,0.5,0.21,31.92,3.81,25.6,521.5
4178,31,16.1,1.5,0.26,31.89,3.18,33.3,491.1
4179,1,20,0,0.28,31.59,3.57,32.2,490.4
4180,2,20,0,0.26,31.6,3.6,33.2,559.8
4181,3,21.1,0,0.26,31.71,3.65,38.9,593.1
4182,4,22.2,0,0.27,31.42,3.46,38.3,566.2
4183,5,18.9,0,0.24,31.38,3.7,40,629.5
4184,6,20,0,0.22,31.6,3.67,37.8,657.6
4185,7,21.1,0,0.23,31.37,3.78,40,691.6
4186,8,24.4,0,0.28,31.03,2.94,39.4,803.2
4187,9,25.6,0,0.3,30.48,3.26,41.1,911.6
4188,10,22.2,0,0.4,30.31,2.97,40.6,1004.5
4189,11,23.3,0,0.41,30.12,3.67,40,1035.1
4190,12,25.6,0,0.48,29.87,2.77,41.1,1044
4191,13,20,2,0.52,28.59,2.52,37.8,1046.5
4192,14,19.4,8.5,0.6,28.24,2.06,38.9,903.6
4193,15,21.7,0,0.57,29.38,2.6,39.4,829.7
4194,16,20,6.6,0.46,29.44,2.78,38.9,828.7
4195,17,21.7,0,0.55,28.82,2.99,37.2,837.9
4196,18,17.9,7.5,0.62,27.38,2.61,36,818.5
4197,19,20,0,0.59,26.67,2.41,36.7,682.4
4198,20,18.9,0,0.5,27.86,2.55,35.6,649.8
4199,21,20,0,0.43,29.15,2.67,40,538.5
4200,22,22.2,0,0.39,29.38,3.24,38.9,515.2
4201,23,24.4,0,0.33,29.78,3.56,40,573.3
4202,24,24.4,0,0.29,29.23,2.75,41.1,655.5
4203,25,23.3,0,0.34,28.33,2.84,37.8,849.1
4204,26,22.2,0,0.42,28.69,2.45,38.9,840.7
4205,27,24.4,0,0.65,15.7,1.52,37.8,862.4
4206,28,25.6,0,0.61,25.1,2.01,40,882.1
4207,29,22.2,3.5,0.64,23.22,2.08,38.9,905.9
4208,30,22.2,9.5,0.63,23.81,2.2,37.8,854.2
4209,1,24.4,0,0.64,21.97,2.2,39.4,815.4
4210,2,25.6,0,0.7,25.23,2.19,38.9,803.2
4211,3,22.8,2.5,0.72,21.8,1.91,38.3,861.3
4212,4,23.9,0,0.66,25.41,2.12,38.9,990.9
4213,5,25.6,0,0.75,25.49,2.33,37.8,943.9
4214,6,23.5,0,0.85,2.87,2.3,38.9,795
4215,7,24.4,0,0.76,23.11,2.08,40,678.1
4216,8,26.7,0,0.66,27.9,2.7,39.4,653.3
4217,9,25.6,0,0.56,28.36,2.41,40,701.8
4218,10,25,0,0.48,28.27,3.07,38.9,718.8
4219,11,25.6,0,0.55,27.44,2.25,39.4,732.4
4220,12,24.4,0,0.62,26.84,2.9,38.9,729
4221,13,26.1,0,0.53,27.72,2.87,40,696.7
4222,14,26.7,0,0.69,24.9,2.12,38.9,695.9
4223,15,27.8,0,0.79,23.28,1.82,40.1,683.8
4224,16,27.2,0,0.87,14.13,1.51,40,682.4
4225,17,26.7,0,0.88,6.3,1.31,45.4,713.7
4226,18,24.4,6.8,0.79,13.98,1.69,38.1,725.6
4227,19,25.6,0,0.86,12.69,1.27,37.8,732.4
4228,20,26.7,8.5,0.83,15.78,2.12,38.9,732.4
4229,21,25.6,0,0.79,15.14,1.71,37.8,759.6
4230,22,24.4,0,0.72,14.58,1.42,38.9,728.2
4231,23,23.3,0,0.71,20.69,2.06,40,712
4232,24,24.4,0,0.8,17.84,1.6,37.8,670.4
4233,25,24.5,0,0.75,21.95,2.25,38.9,615.1
4234,26,24.4,5,0.56,23.84,2.76,37.8,616.5
4235,27,25.6,0,0.56,25.37,3.07,38.9,581.8
4236,28,25,0,0.26,26.6,3.16,40,599.5
4237,29,24.4,0,0.29,26.59,3.4,40.6,597.4
4238,30,23.3,0,0.36,25.64,2.74,40,592.4
4239,31,24.4,0,0.64,5.65,1.05,41.1,591
4240,1,24.4,0,0.52,25.03,2.81,40.6,545.6
4241,2,26.7,0,0.43,24.98,3.2,40,564.8
4242,3,26.7,0,0.38,25.19,2.71,40.6,614.4
4243,4,27.2,0,0.26,24.98,3.44,38.9,630.7
4244,5,23.3,0,0.65,15.57,1.47,30,690.2
4245,6,25.6,0,0.81,10.8,1.1,40,668.9
4246,7,23.3,0.5,0.76,12.43,1.78,36.7,670.4
4247,8,23.3,5.6,0.79,17.1,2.05,38.9,718.8
4248,9,22.8,0.5,0.76,18.11,2.06,35,802.2
4249,10,24.4,0,0.56,23.54,2.4,40,886.6
4250,11,26.7,0,0.47,23.8,3.38,37.8,905.9
4251,12,25.6,0,0.44,23.83,3.5,34.4,872.6
4252,13,22.2,25,0.37,23.97,3.9,36.7,835.8
4253,14,21.1,50.8,0.35,23.85,3.77,26.7,865.4
4254,15,21.1,14.4,0.49,23.24,2.97,25.6,1007.9
4255,16,21.1,0,0.4,23.27,3.54,35.6,846
4256,17,23.3,0,0.29,23.64,3.35,37.8,701.8
4257,18,24.4,0,0.39,23.07,3.61,36.7,644.1
4258,19,23.3,0,0.38,23.06,4.11,35.6,591
4259,20,24.4,0,0.3,23.36,4.06,37.8,583.2
4260,21,23.3,0,0.3,22.99,4.1,36.7,549.9
4261,22,24.4,0,0.26,23.08,4.13,34.4,528.6
4262,23,23.3,14,0.2,23.12,4.53,35.6,532.2
4263,24,22.2,13,0.2,23.24,4.52,33.3,557.7
4264,25,22.2,2,0.2,22.98,4.44,28.9,644.1
4265,26,23.3,0,0.2,22.92,4.33,34.4,680.3
4266,27,22.2,7,0.21,22.51,4.3,33.3,758.8
4267,28,23.3,0.5,0.22,22.32,4.09,28.9,779.7
4268,29,22.2,2,0.24,21.89,3.68,31.1,770.6
4269,30,21.7,1.5,0.35,19.49,3.41,29.4,759.6
4270,31,22.2,0,0.35,20.22,3.76,32.2,684.5
4271,1,22.2,0,0.34,20.76,3.86,35.6,667.5
4272,2,21.7,0,0.32,20.82,3.81,32.2,629.3
4273,3,22.8,0,0.36,20.54,3.87,34.4,584.6
4274,4,18.9,4.5,0.41,20.21,3.32,33.3,566.2
4275,5,16.7,29,0.38,20.22,3.7,35.6,495.3
4276,6,18.9,0,0.41,18.32,3.38,33.9,457.8
4277,7,20,27,0.39,20.14,3.36,32.8,396.8
4278,8,17.8,0,0.35,20.14,3.25,23.9,386.9
4279,9,17.8,0.6,0.26,20.04,3.88,27.8,386.9
4280,10,18.9,0,0.41,19.11,3.26,33.3,348.6
4281,11,17.8,16,0.32,19.85,3.4,33.9,343
4282,12,18.9,4,0.28,19.55,3.74,33.3,314.6
4283,13,17.8,25.5,0.26,19.04,3.72,23.3,372
4284,14,20,2,0.37,13.27,3.51,25.6,502.4
4285,15,18.5,0,0.34,19.02,3.64,32.2,486.8
4286,16,18.9,0,0.24,19.21,3.95,34.4,473.4
4287,17,17.8,0,0.24,19.2,4.22,33.3,450.7
4288,18,15.6,0,0.24,19.06,4.09,27.8,425.9
4289,19,16.7,0,0.24,18.83,4.16,32.7,379.1
4290,20,15.6,0,0.24,18.78,3.63,33.3,340.1
4291,21,16.7,0,0.25,18.42,3.91,34.4,307.5
4292,22,14.4,0,0.25,18.25,3.86,31.1,288.4
4293,23,15.6,0,0.26,18.17,3.65,32.2,275.7
4294,24,17.8,0,0.35,17.53,3.32,33.3,266.4
4295,25,18.9,0,0.31,16.37,4.23,34.4,256.8
4296,26,16.7,0,0.25,17.85,3.96,33.3,246.6
4297,27,15.6,0,0.27,17.44,3.37,32.2,237
4298,28,16.1,0,0.29,16.12,3.93,34.4,229
4299,29,15.6,0,0.38,16.43,3.05,33.3,219.4
4300,30,15,0,0.35,15.53,3.78,35,206.3
4301,1,15.6,0,0.27,16.88,4.2,35.6,198.4
4302,2,15.6,0,0.29,16.51,3.56,36.1,198.4
4303,3,15,0,0.26,16.55,3.99,35.6,197.8
4304,4,14.4,0,0.23,16.47,3.54,35,192.2
4305,5,15.6,0,0.43,11.17,2.4,34.4,186.5
4306,6,16.1,0,0.37,14.66,4.29,35.6,181.4
4307,7,15.6,0,0.3,16.56,5.19,33.3,180.8
4308,8,15,0,0.27,16.76,4.16,32.8,175.7
4309,9,15.6,0,0.3,16.38,4.17,31.1,175.2
4310,10,16.7,0,0.21,16.36,3.73,33.3,169.5
4311,11,16.7,0,0.14,16.4,3.66,32.2,163.8
4312,12,16.1,0,0.27,15.94,4.68,32.8,158.2
4313,13,16.7,2.5,0.22,16.07,4.68,27.2,153.1
4314,14,14.4,0,0.16,16.08,3.43,32.2,154.8
4315,15,13.9,0,0.16,15.66,3.79,32.8,170.1
4316,16,15.6,0,0.13,15.43,3.24,33.3,170.1
4317,17,14.4,0,0.22,11.57,3.53,32.8,169.5
4318,18,13.3,0,0.22,15.63,4.26,30,164.4
4319,19,12.2,0,0.22,15.6,3.98,31.1,163.8
4320,20,13.3,0,0.09,15.57,3.76,28.9,158.7
4321,21,14.4,0,0.09,15.27,3.98,32.3,158.7
4322,22,13.3,0,0.08,15.58,4.52,31.1,158.2
4323,23,12.2,0,0.1,15.32,3.76,28.9,153.1
4324,24,12.2,0,0.2,15.19,4.3,31.1,152.8
4325,25,11.7,0,0.12,14.68,3.76,30,150.2
4326,26,11.1,0,0.13,14.86,3.85,32.2,150.2
4327,27,10.6,0,0.2,14.29,3.86,31.7,150.2
4328,28,10.6,0,0.25,10.22,3.55,31.1,149.9
4329,29,10,0,0.24,14.61,4.19,31.1,147.1
4330,30,11.1,0,0.2,14.74,4.42,30,144.6
4331,31,10.6,0,0.1,14.85,4.04,30.6,144.6
4332,1,10,0,0.19,14.87,4.65,31.1,144.3
4333,2,10.6,0,0.16,13.49,3.81,30,141.4
4334,3,10,0,0.25,13.14,3.52,30,138.9
4335,4,11.1,0,0.27,13.74,3.59,30,138.9
4336,5,11.1,0,0.3,9.52,3.59,31.1,138.6
4337,6,10.5,0,0.31,13.76,3.32,32,136.1
4338,7,10,0,0.24,13.47,3.27,26.7,136.1
4339,8,10,0,0.44,7.13,3.26,28.9,136.1
4340,9,10.6,0,0.22,14.15,3.82,30,136.1
4341,10,10,0,0.24,14.1,3.42,26.7,135.8
4342,11,9.4,0,0.39,11.92,3.22,29.4,133.2
4343,12,10.6,0,0.35,13.84,3.77,30,133.2
4344,13,9.4,0,0.19,14.32,4.67,26.7,133.2
4345,14,8.3,0,0.13,14.49,4.05,27.2,132.9
4346,15,8.9,0,0.25,13.14,3.76,27.8,130.4
4347,16,8.9,0,0.52,9.49,2.59,24.4,130.4
4348,17,8.3,0,0.36,13.86,3.52,21.1,130.1
4349,18,8.9,0,0.3,14.04,3.55,30,127.6
4350,19,7.8,0,0.19,14.33,3.51,28.9,127.6
4351,20,7.8,0,0.06,14.59,3.8,26.7,127.6
4352,21,7.8,0,0.08,14.75,3.83,24.4,127.3
4353,22,6.7,0,0.22,14.48,3.37,25.6,124.7
4354,23,8.9,0,0.25,0.09,4.99,21.1,124.7
4355,24,7.8,0,0.27,14.49,4.46,23.3,124.7
4356,25,10,0,0.26,14.59,4.01,28.9,124.7
4357,26,8.9,0,0.23,14.45,4.2,30,124.7
4358,27,7.8,0,0.21,14.81,4.42,27.8,124.7
4359,28,8.9,0,0.13,14.67,3.79,24.4,124.7
4360,29,6.7,0,0.13,14.89,3.53,25.6,124.4
4361,30,7.8,0,0.15,14.91,4.02,26.7,121.9
4362,1,6.7,0,0.11,15.1,4.33,25.6,121.9
4363,2,5.6,0,0.13,15.13,3.79,24.4,121.9
4364,3,4.4,0,0.18,15.21,4.61,23.3,121.9
4365,4,5.6,0,0.13,15.19,4.49,24.4,121.9
4366,5,7.8,0,0.31,15.1,4.84,22.2,121.9
4367,6,7.8,0,0.34,15.25,4.91,17.8,121.9
4368,7,5.6,0,0.34,15.19,4.62,23.3,121.6
4369,8,4.4,0,0.32,15.27,4.21,24.4,119
4370,9,5,0,0.33,15.14,4.11,23.9,119
4371,10,5.6,0,0.37,14.31,4.24,24.4,118.8
4372,11,7.8,0,0.29,12.88,4.58,21.1,116.2
4373,12,7.8,0,0.27,15.44,4.74,20,116.2
4374,13,6.7,0,0.28,16.01,5.16,24.4,115.9
4375,14,8.9,0,0.24,14.82,4.29,25.6,114.8
4376,15,8.9,0,0.24,15.86,3.78,24.4,114.8
4377,16,6.7,0,0.25,15.97,3.92,25.6,114.5
4378,17,7.8,0,0.19,16.19,3.8,23.3,112
4379,18,7,0,0.31,14.79,4.16,26.5,111.7
4380,19,8,0,0.35,15.47,3.94,25.5,110.5
4381,20,6.7,0,0.49,11.42,2.64,23.3,108.8
4382,21,5.6,0,0.71,5.87,2.87,22.2,107.7
4383,22,5,0,0.36,15.6,2.85,24.4,107.1
4384,23,4.4,0,0.68,5.89,2.79,25.6,104.9
4385,24,4.4,0,0.76,9.64,1.54,21.1,104.3
4386,25,5.6,0,0.5,14.27,4.54,17.8,102
4387,26,5,0,0.39,17.05,4.16,21.1,101.5
4388,27,3.3,0,0.32,17.44,4.99,18.9,99.2
4389,28,3.3,0,0.3,17.81,4.6,22.8,82.2
4390,29,2.8,0,0.39,17.55,3.57,22.2,73.7
4391,30,2.8,0,0.38,14.46,3.15,23.9,73.7
4392,31,3.3,0,0.44,16.91,2.68,21.1,73.7
4393,1,3.3,0.5,0.28,17.65,4.15,15.6,68.9
4394,2,4.4,0,0.33,18.19,4.76,20,68
4395,3,5,0,0.32,18.38,4.4,21.1,67.7
4396,4,3.3,0,0.31,18.5,4.02,21.7,65.2
4397,5,2.8,0,0.39,17.55,3.86,22.8,65.2
4398,6,3.9,0,0.42,18.23,3.67,23.3,65.2
4399,7,4.4,0,0.34,18.77,3.2,24.4,65.2
4400,8,3.3,0,0.41,17.53,3.29,22.2,64.9
4401,9,2.8,0,0.75,9.61,3.31,21.7,62.4
4402,10,3.3,0,0.86,2.26,3.96,23.3,62.1
4403,11,4.4,0,0.93,1.14,2.86,22.2,59.5
4404,12,3.3,0,0.86,1.88,3.75,21.1,59.5
4405,13,2.8,0,0.47,16.72,4,23.9,59.2
4406,14,3.3,0,0.45,19.89,3.76,22.8,56.7
4407,15,2.8,0,0.41,19.84,4.09,23.3,56.7
4408,16,3.3,0,0.55,16.82,3.07,23.9,56.7
4409,17,5.6,0,0.43,20.07,3.47,25,56.7
4410,18,5,0,0.44,20.15,3.89,15.6,56.7
4411,19,4.4,0,0.5,17.63,3.19,22.2,56.7
4412,20,5,0,0.52,17.37,3.65,23.9,56.7
4413,21,4.4,0,0.52,18.76,3.44,25,56.7
4414,22,5,0,0.82,2.93,3.38,21.1,56.7
4415,23,4.4,0,0.83,11.22,2.41,25.6,56.7
4416,24,5,0,0.74,10.45,3.53,24.4,56.7
4417,25,4.4,0,0.42,22.27,4.07,25,56.7
4418,26,3.9,0,0.27,22.3,4.14,25.6,56.7
4419,27,6.7,0,0.28,22.41,4.42,26.7,56.7
4420,28,3.3,8,0.33,22.67,4.85,21.1,57.3
4421,29,6.7,9.5,0.28,20.63,3.96,13.3,62.6
4422,30,5.6,0,0.46,18.95,3.32,12.2,65.2
4423,31,6.7,6.5,0.49,18.77,3.61,18.9,62.9
4424,1,5.6,12.5,0.36,22.66,4.13,17.8,71.1
4425,2,7.8,0,0.35,22.79,3.45,20,73.4
4426,3,6.7,0,0.35,22.16,3.17,18.9,70.9
4427,4,4.4,0,0.52,19.14,2.67,22.2,70.6
4428,5,6.7,0,0.33,21.94,4.66,23.3,68
4429,6,5.6,0,0.41,20.63,4.29,26.7,68
4430,7,7.8,0,0.35,23.61,4.33,25.6,68
4431,8,7.8,0,0.28,23.98,3.87,25,68
4432,9,6.7,0,0.38,24.02,3.8,22.2,68
4433,10,6.1,0,0.41,24.17,4.71,25.6,68
4434,11,7.2,0,0.35,23.57,4.54,27.8,68
4435,12,5.6,0,0.34,23.47,4.03,24.4,68
4436,13,6.7,0,0.42,22.8,3.34,23.3,68
4437,14,5.6,0,0.37,24.39,3.7,22.2,68
4438,15,6.7,0,0.38,24.29,3.74,24.4,68
4439,16,8.9,2.6,0.35,24.31,4.56,26.7,68
4440,17,8.9,17.5,0.33,25.42,3.73,15.6,68.3
4441,18,8.1,16.5,0.43,22.07,3.48,12.2,71.1
4442,19,7.8,26.5,0.5,13.59,3.57,20,74.3
4443,20,7.8,14.4,0.42,18.88,3.12,21.1,82.5
4444,21,4.4,0,0.39,25.89,3.68,20,73.4
4445,22,5.6,0,0.33,26.02,5.02,23.3,70.9
4446,23,5.6,0,0.32,25.11,4.44,25.6,70.9
4447,24,6.7,7.6,0.38,24.43,4.48,24.4,70.9
4448,25,10,0,0.49,13.91,5.44,23.3,71.1
4449,26,11.1,0,0.28,26.85,4.57,25.6,73.7
4450,27,10,0,0.23,27.27,4.56,26.7,73.7
4451,28,11.1,0,0.28,25.39,4.65,26.6,73.7
4452,29,,,,,,,
4453,1,8.9,14.5,0.26,26.71,4.29,24.4,74
4454,2,10,31,0.26,27.33,4.03,23.3,80.5
4455,3,5.6,2.9,0.27,27.05,3.9,26.7,87.6
4456,4,6.7,1.8,0.34,25.28,3.74,21.1,84.8
4457,5,5.6,0,0.31,27.19,4.51,18.9,82.2
4458,6,6.7,0,0.34,26.85,3.63,25.6,73.4
4459,7,6.7,0,0.34,25.63,3.44,25,79.4
4460,8,6.1,0,0.54,25.08,3.46,23.9,79.4
4461,9,6.7,0,0.45,25.13,3.24,26.7,79.1
4462,10,6.1,0,0.24,28.58,4.51,22.8,76.5
4463,11,7.8,0,0.21,26.02,3.77,20,76.5
4464,12,8.9,0,0.63,12.38,4.35,29.4,76.5
4465,13,10,0,0.33,28.22,3.82,27.8,76.5
4466,14,11.1,0,0.26,29.14,4.49,27.2,76.5
4467,15,13.3,0,0.26,28.98,4.28,27.8,76.5
4468,16,14.4,0,0.29,28.88,3.78,28.9,76.5
4469,17,13.3,0,0.3,26.74,3.9,23.3,76.5
4470,18,8.9,0,0.2,28.5,4.42,28.9,76.8
4471,19,10,0,0.47,23.27,4.22,27.8,79.1
4472,20,10.6,0,0.61,8.7,4.03,29.4,76.5
4473,21,10,0,0.55,13.1,3.4,30,76.8
4474,22,11.1,0,0.52,12.72,2.93,32.2,80.5
4475,23,10,0,0.45,24.08,3.39,30,91.6
4476,24,12.2,0,0.35,28.99,4.74,27.8,95.5
4477,25,14.4,0,0.51,17.21,4.63,33.3,95.2
4478,26,13.3,0,0.44,14,3.31,32.2,97.2
4479,27,13.3,0,0.27,30.38,3.58,30,97.5
4480,28,13.3,0,0.19,31.02,4.19,24.4,104.9
4481,29,15.6,1.4,0.22,30.71,3.89,33.3,125.9
4482,30,14.4,10.4,0.24,28.05,4,31.1,140
4483,31,10,14.1,0.24,30.2,3.66,23.3,137.2
4484,1,8.9,0,0.24,29.95,4.35,31.1,128.1
4485,2,12.2,0,0.25,29.1,4.03,30,107.1
4486,3,11.1,0,0.18,31.09,4.18,32.2,108.8
4487,4,11.7,8,0.29,30.11,3.58,24.4,111.1
4488,5,12.2,7.6,0.24,29.72,3.55,28.9,103.2
4489,6,11.7,0,0.18,31.36,3.51,31.1,103.2
4490,7,12.2,1.5,0.26,30.99,4.1,33.9,101.5
4491,8,11.7,0,0.19,31.66,4.32,36.1,103.7
4492,9,13.3,0,0.17,31.76,3.95,35.6,115.6
4493,10,15.6,0,0.2,31.51,4.23,36.1,142.9
4494,11,15,0,0.2,31.3,3.96,35.5,154.2
4495,12,16.7,0,0.23,31.24,4.5,36.1,163.8
4496,13,15.6,0,0.26,28.78,3.58,35,162.7
4497,14,17.8,0,0.28,30.32,3.6,36.1,194.4
4498,15,15.6,0,0.31,30.74,3.51,35.6,214.3
4499,16,15.6,11.5,0.31,28.89,4.35,36.1,199.5
4500,17,13.3,0.5,0.33,26.48,3.2,26.7,216.6
